105,187,237,100
51,255,51,100
102,102,255,100
255,102,255,100
153,255,255,100
255,204,51,100
204,153,153,100
51,153,102,100
153,153,0,100
204,51,0,100
102,153,153,100
153,51,51,100
0,102,0,100
153,0,153,100
153,255,153,100
255,153,102,100
153,153,255,100
204,102,0,100
204,153,255,100
255,102,102,100
141,77,255,100
165,126,129,100
255,188,113,100
0,204,255,100
255,153,204,100
204,255,255,100
219,191,247,100
102,204,204,100
102,255,0,100
244,162,33,100
78,102,93,100
219,66,48,100
17,153,255,100
